Y,r,I,rpBANK,H,C,K,lev,n,Equity,q,LA,A,mu,log_Y,log_C,log_I,log_r,log_q,log_LA,log_A,log_H,log_rpBANK
10090.569,0.082,1279.695,1.01333333333333,79.854,6453.00364026774,38181.148,14010.883,5570.93,157.46,0.371082163375496,126.362724472162,20.0034974383651,-0.159664866527077,0.000665595235616934,0.00806241349099857,-0.0195759084875577,-0.0109158148769963,0.0155093829933974,0.00577437056316388,0.00424917163074801,-0.00510877532754783,0.103899595018148
9998.704,0.0731,1208.107,1.30333333333333,79.512,6440.61110648572,38181.148,14292.014,5512.383,158.03,0.378460176210521,125.750880370259,19.8811508990338,0.476253571829683,-0.00914574064807105,-0.00192227514803811,-0.0575670965391115,-0.11489088050852,0.01968734986285,-0.0048537269813016,-0.00613503832567819,-0.00429201366676946,0.251679858579145
9951.916,0.0612,1167.908,1.27,78.733,6387.48412842373,38943.58,14386.543,5590.777,156.87,0.373448280820613,126.400823034814,19.8078572155475,0.403159498455347,-0.00469038914850728,-0.00828295718587491,-0.0338405575684719,-0.177681177237452,-0.0133313292883053,0.00515518313125884,-0.00369340380554162,-0.0098455722797679,-0.0259081848586622
10029.51,0.059,1167.904,1.01,78.239,6428.3198009429,38943.58,14539.492,5579.38,155.39,0.377337728067117,128.190672171168,20.0506008062874,-0.166974273864505,0.00776665189406245,0.00637272713354342,-3.42493317084802e-06,-0.0366097456125609,0.0103610935618879,0.0140607888212108,0.0121804306517781,-0.00629413692714831,-0.229066569617332
10080.195,0.0545,1191.028,0.896666666666665,78.148,6453.67410583764,38943.58,14740.215,5516.345,152.94,0.382429016541366,128.988521779188,20.1684031827139,-0.415494123337268,0.00504086035340556,0.00393639956942415,0.0196061105052827,-0.0793367422365212,0.0134024415271163,0.00620464008280219,0.00585806219083951,-0.00116377972939929,-0.119021425907532
10115.329,0.0443,1233.261,0.953333333333331,78.016,6458.85259401592,38943.58,15011.194,5517.54,148.64,0.389276846145116,129.657108798195,20.2627045424224,-0.29123419860089,0.0034793883481079,0.00080208755052702,0.0348450808609542,-0.207216024618108,0.0177477188626016,0.00516991921869003,0.00466480074462483,-0.00169053087058213,0.061280431218013
10236.435,0.0398,1210.478,0.923333333333334,77.556,6596.42058525442,39749.632,15153.355,5319.312,146.19,0.384897777166843,131.987660529166,20.4649751370985,-0.357018864637791,0.0119014184214254,0.0210754813544014,-0.018646557690837,-0.107117764760698,-0.0113129920575096,0.0178150962114758,0.00993291340499081,-0.0059136777900477,-0.0319743046325109
10347.429,0.0376,1278.935,0.853333333333335,77.858,6645.33461261694,39749.632,15370.158,5288.257,143.75,0.390290606967129,132.901294664646,20.6305900598196,-0.510516418723902,0.0107846685927111,0.0073878800977436,0.0550123774287226,-0.056862861894543,0.0139138225293716,0.00689826993982834,0.00806003365630836,0.00388639865288276,-0.0788400617077747
10449.673,0.0322,1289.101,0.723333333333334,77.989,6726.45406661256,39749.632,15606.973,5228.892,144.56,0.396268649732405,133.989062560105,20.809920376324,-0.795583304883832,0.00983260299874544,0.0121330737543097,0.00791737585022378,-0.155037597845487,0.0152007819449229,0.00815146661687383,0.00865488547515092,0.00168113638187339,-0.165280090939104
10558.648,0.0292,1328.433,0.846666666666666,78.491,6807.33488217723,39749.632,15830.689,5131.325,144.63,0.401898538331122,134.520492795352,20.9325863344841,-0.525135233398776,0.0103745537233149,0.0119525697912071,0.0300549759253546,-0.0977977432761263,0.0141072748969281,0.00395837629276841,0.00587728533452081,0.00641617743054201,0.157436913478075
10576.275,0.0307,1359.751,0.67,79.187,6835.85056893192,40619.356,16010.598,5175.346,144.98,0.397731022618872,133.560748607726,20.7038387938429,-0.912533822282777,0.00166804526206121,0.00418021559275061,0.0233015426229848,0.0500939453189155,-0.010423710303831,-0.00716013013744288,-0.0109879674552227,0.00882817539950498,-0.23402935895946
10637.847,0.0304,1367.575,0.733333333333334,80.082,6903.27776649429,40619.356,16295.875,5217.265,144.44,0.404740907265984,132.836929647112,20.6608822594433,-0.773655082871528,0.00580482877342448,0.00981543184669675,0.00573750366706616,-0.00982004618097543,0.0174711729952012,-0.00543413701308015,-0.00207696552752612,0.0112389657865073,0.0903226382932866
10688.606,0.0309,1358.287,0.729999999999999,80.561,6969.091586811,40619.356,16624.026,5291.205,139.7,0.412702899573297,132.677176301188,20.6728076789968,-0.780964490208967,0.00476020047476133,0.00948854697014312,-0.00681475140354149,0.0163135754915236,0.0194808353529975,-0.00120335124667736,0.00057703146765542,0.00596355172143781,-0.00455581653586296
10833.987,0.0296,1429.661,0.71,81.328,7032.42454200006,40619.356,17005.512,5529.561,138.92,0.422075426306611,133.213493507771,20.8151287263911,-0.824820934233569,0.0135098230200761,0.00904664702681934,0.0512130062173988,-0.0429818225736849,0.0224560707925047,0.0040341237570356,0.00686086694094623,0.00947569926303959,-0.0277795641070744
10939.116,0.0334,1484.116,0.686666666666667,81.837,7104.3275734842,41576.888,17254.989,5559.792,139.97,0.418380495432943,133.669562667253,20.7802335143905,-0.875986785595607,0.00965685203258815,0.0101725843317215,0.0373819555753085,0.12078153865264,-0.00879273875844933,0.00341774865713784,-0.00167784187020104,0.00623910337544853,-0.0334159969198435
11087.361,0.0425,1557.107,0.649999999999999,83.164,7164.96282243505,41576.888,17491.526,5677.027,139.64,0.424061704666304,133.319236688952,20.8255743116601,-0.956390266307382,0.013460821575336,0.00849875673364764,0.0480103035855093,0.240948175947716,0.0134876798868412,-0.00262427622580841,0.00217954259694242,0.0160850978011462,-0.0548766102258363
11152.176,0.0473,1531.67,0.666666666666666,84.14,7229.96333875899,41576.888,17765.109,5836.758,138.8,0.430621671347793,132.54309484193,20.7765785293457,-0.919843229620212,0.00582882489940673,0.00903109295397186,-0.016470968975975,0.107006219567516,0.0153509374047305,-0.00583869138182713,-0.00235544564987045,0.011667516281233,0.0253178079842903
11279.932,0.0545,1594.684,0.636666666666665,84.496,7302.91104958165,41576.888,18158.311,6002.713,134.61,0.43997811957451,133.496638894149,20.9524055849259,-0.98562789565712,0.0113905818667881,0.0100390771337029,0.0403169540706285,0.141690406171311,0.0214950855144649,0.00716846406458771,0.00842714481873186,0.00422211780220305,-0.0460439385014083
11319.951,0.0598,1611.428,0.596666666666668,84.899,7317.2154336965,42589.128,18391.685,6140.567,132.52,0.434951497480766,133.334326670514,20.8066284770458,-1.07334078370632,0.00354152646081296,0.0019568077876233,0.0104451449182434,0.0928049592873879,-0.0114904726081909,-0.0012165922595333,-0.00698185211072344,0.00475811872034093,-0.0648876222058701
11353.721,0.06,1577.96,0.573333333333332,84.778,7388.84994982852,42589.128,18720.188,6315.198,132.22,0.442657759980434,133.922963504683,20.8895222111297,-1.12450663506836,0.00297878746508928,0.00974224999560569,-0.0209878688446636,0.0033389012655145,0.0175623958118449,0.00440502697323275,0.0039760909303812,-0.00142623950813725,-0.0398913290273065
11450.31,0.058,1568.555,0.619999999999999,85.751,7449.57078986587,42589.128,19021.252,6472.76,124.09,0.449535900335879,133.529754755047,20.8992739367043,-1.02217493234429,0.00847127226070654,0.00818431826960442,-0.00597806017706404,-0.0339015516756813,0.0154187973483155,-0.00294040034814369,0.000466714844673533,0.0114116726088502,0.0782521968997488
11528.067,0.056,1607.513,0.653333333333333,85.97,7498.41300446435,42589.128,19448.45,6745.894,129.25,0.459687740026046,134.094067698034,21.0035103867528,-0.949080858969946,0.0067678667469302,0.00653498011391207,0.0245334508058139,-0.0350913198112699,0.0223317149580579,0.00421721634620553,0.00497516653076246,0.00255065040072111,0.0523679855173171
11614.418,0.0531,1633.332,0.66,86.14,7573.19881323158,43715.496,19763.96,6858.161,131,0.455100864004837,134.83187833759,20.9673956291042,-0.934462044295078,0.00746258673100009,0.00992414394250929,0.0159338359329135,-0.0531747624872563,-0.010028359430822,0.00548710529138852,-0.00172094290974867,0.00197548143961157,0.0101523714640186
11808.14,0.0527,1711.813,0.686666666666667,86.946,7674.04451108367,43715.496,20108.121,6961.828,133.14,0.463022562983158,135.810043015205,21.1783259251885,-0.875986785595607,0.0165418668089075,0.0132282493636922,0.0469309426600617,-0.00756147270057639,0.0172567115286392,0.00722851014303139,0.0100096545723063,0.00931335666587785,0.0396091380950463
11914.063,0.053,1789.565,0.703333333333335,87.673,7728.09922198942,43715.496,20424.877,7043.903,135.8,0.47032926264865,135.892042019778,21.2438742959778,-0.839439748908433,0.00893034293271278,0.00701914405873794,0.0444195307778603,0.00567645800480499,0.0156572232103199,0.000603594978316302,0.00309028869848804,0.00832674795439559,0.0239819646864873
12037.775,0.0529,1787.19,0.686666666666667,88.671,7801.15572396706,43715.496,20866.405,7511.011,136.01,0.480434100530393,135.757744922241,21.2946374010502,-0.875986785595605,0.0103301550493686,0.00940895634672145,-0.00132801958705819,-0.00188857468786807,0.0212570630510158,-0.000988751804224641,0.00238669041976491,0.0113189068535968,-0.0239819646864873
12115.472,0.0539,1823.255,0.643333333333334,89.424,7871.21332850416,44934.86,21107.277,7786.299,NaN,0.480434100530393,135.483449633208,21.1309469033781,-0.971009080982248,0.00643369133807603,0.00894032943468659,0.019978811261657,0.0187271390506978,0,-0.00202252008943571,-0.00771663196253547,0.00845621142750819,-0.065185979884695
12317.221,0.0556,1935.157,0.613333333333332,89.857,7910.79928284318,44934.86,21455.209,8032.34,133.4,0.480442333635845,137.075809341509,21.4101134178912,-1.03679374701916,0.0165150510026741,0.00501660191677189,0.0595650949070965,0.0310527233415852,1.713665807479e-05,0.0116846357112719,0.0131247561678332,0.00483041529140138,-0.0477544312959032
12471.01,0.0554,1962.053,0.586666666666668,90.392,8031.75601750547,44934.86,21843.969,8338.372,134.37,0.489115555272677,137.965859810603,21.5873054189935,-1.09526900571862,0.0124083863193789,0.0151743623710949,0.0138029138888784,-0.00360360750329836,0.0178915629459711,0.00647213623118059,0.00824202982245659,0.00593625008820098,-0.0444517625708293
12577.495,0.055,1990.86,0.56,90.822,8126.27878613961,44934.86,22365.886,8857.313,136.04,0.500767689050328,138.485113738962,21.699167855073,-1.1537442644181,0.00850235504937125,0.0116999187133651,0.014575332155732,-0.0072464085207673,0.023543528125704,0.00375657594783174,0.00516848228259192,0.00474577910153773,-0.0465200156348951
12703.742,0.0549,2078.205,0.586666666666667,91.392,8197.46969653552,46303.76,22860.428,9105.05,137.28,0.496670421581314,139.002779236695,21.6262608894229,-1.09526900571863,0.00998748988635079,0.00872242816357272,0.0429378341758868,-0.00181983671698616,-0.00821562856134672,0.00373108961777113,-0.00336555397514315,0.00625640026858143,0.0465200156348934
12821.339,0.0556,2065.336,0.616666666666666,91.861,8337.12031332638,46303.76,23428.598,9274.423,137.75,0.508951065744985,139.573257421539,21.748211720514,-1.02948433968172,0.00921429648192174,0.0168923375154115,-0.006211615320459,0.0126698527410518,0.0244252034297466,0.004095678789521,0.00562317626449094,0.00511861769239896,0.0498718300401714
12982.752,0.0551,2118.989,0.636666666666667,91.989,8436.19101843285,46303.76,23919.524,9109.144,136.67,0.519530033846063,141.13374425203,22.0005563367814,-0.985627895657116,0.0125108150769364,0.0118130350335477,0.0256461631035343,-0.00903348509766788,0.0205727479504632,0.0111183753632398,0.0115362066661153,0.00139243971369574,0.0319176029683067
13191.67,0.0468,2183.382,0.916666666666667,93.121,8556.39646289015,46303.76,24579.122,9842.58,136.39,0.533769007095752,141.661601572148,22.1635142706007,-0.37163767931266,0.0159638624905245,0.014148221950494,0.0299359626621687,-0.163266513235268,0.0270385525387805,0.00373314441660177,0.007379694449964,0.0122307180739227,0.364497669619941
13315.597,0.0481,2243.548,0.983333333333333,92.992,8633.08904671628,47787.892,25127.339,9812.599,135.76,0.528650625560131,143.19077985203,22.1834651826242,-0.225449532563982,0.00935048512744707,0.00892325633209623,0.0271834905395814,0.0273989741881144,-0.00963540389856388,0.0107367399367106,0.000899764250709811,-0.00138625480926358,0.0702042586732478
13426.748,0.0476,2244.682,0.806666666666666,93.504,8781.85879998309,47787.892,25568.46,10083.313,134.55,0.537856116356838,143.595439767283,22.282620786893,-0.612848121447984,0.00831278184957007,0.0170857097763779,0.000505321707724882,-0.0104494158743411,0.01726331218288,0.00282203366915734,0.0044598379397911,0.00549074818041628,-0.198037630183134
13604.771,0.0522,2306.47,0.773333333333333,94.105,8897.90730337079,47787.892,26213.39,10223.375,134.66,0.551354096137992,144.570118484671,22.4768225682281,-0.685942194822324,0.0131717032857814,0.0131280209706564,0.0271543541567389,0.0922497336512187,0.0247861627882302,0.00676473927148269,0.00867763249109599,0.00640696401429341,-0.042200354490376
13827.98,0.053,2367.988,0.753333333333333,94.503,9032.8081569942,47787.892,26833.038,11104.135,133.08,0.564287665168407,146.323185507338,22.7778941995689,-0.729798638846927,0.0162735356710666,0.0150471852884362,0.0263224322303399,0.0152094186635288,0.0231869206291591,0.0120531357860454,0.0133058427840544,0.00422039988502032,-0.0262023723940241
13878.147,0.0585,2351.223,0.616666666666664,94.934,9182.91268332616,49329.54,27302.051,11085.399,135.71,0.556213599397035,146.18731961152,22.5726261697692,-1.02948433968173,0.00362136900805154,0.0164811401479206,-0.00710503112776983,0.0987348406856889,-0.0144117740413688,-0.000928964281357914,-0.00905257227126111,0.00455033328941568,-0.200179174193965
14130.908,0.0653,2490.501,0.826666666666668,95.203,9255.25510204082,49329.54,27635.263,11423.897,136.92,0.562992944998068,148.429230171318,22.9381121398923,-0.568991677423375,0.0180490103449795,0.00784706927200673,0.0575482767433373,0.109965282044575,0.0121147049212854,0.0152194697560892,0.0160618720379953,0.00282954058888585,0.293072921086663
14145.312,0.0652,2466.375,0.713333333333334,95.183,9349.6161438912,49329.54,28066.841,11850.622,138.69,0.571777701555701,148.611747896158,22.9647924052652,-0.817511526896133,0.00101880670371735,0.0101437789832701,-0.00973443374943095,-0.00153256734977836,0.0154831852240297,0.0012289061865971,0.0011624653664839,-0.000210099482877091,-0.147452731143131
